id_year,id,plot_id,observer_id,x,y,year,Lapwing,log_Lapwing,log_Lapwing_lag,Crow,log_Crow,log_Crow_lag,Grasslands_Pastures,Arable_land,Tmin_winter,Precip_winter,dispersion
408215_2015,408215,9178,4327,759.5,304.5,2015,2.97619047619048,1.3803241941333877,0,0,0,0,50,0,-2.7,4.54,0.7370032090772993
408215_2016,408215,9178,4327,759.5,304.5,2016,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0,50,0,-2.2,4.64,0.7924890253911053
408249_2017,408249,3089,5176,759.5,338.5,2017,3.7202380952381,1.55185924223159,0.5562086296138083,0.961538461538462,0.6737290947028439,1.072636802264848,0,100,-5.8,4.49,1.1777968580162
409059_2002,409059,2537,6226,760.5,478.5,2002,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,97,-4.9,4.87,0.21465733845082513
409202_2018,409202,4522,7486,760.5,621.5,2018,7.44047619047619,2.1330387276888136,0,4.80769230769231,1.7591832987934426,1.072636802264848,0,100,-4.1,4.55,0.6815180488448689
409202_2020,409202,4522,5591,760.5,621.5,2020,2.23214285714286,1.1731453405306773,NA,0,0,NA,0,100,-0.5,4.5,0.20688938582810829
409647_2013,409647,639,9228,761.5,396.5,2013,2.23214285714286,1.1731453405306773,0,0,0,0,18,43,-5.6,4.73,0.365498550619919
412979_2009,412979,7166,8671,766.5,378.5,2009,3.7202380952381,1.55185924223159,0,0,0,0,0,100,-4.5,4.47,0.21154560024913255
412979_2012,412979,7166,1071,766.5,378.5,2012,3.7202380952381,1.55185924223159,0,1.92307692307692,1.072636802264848,0,0,100,-6.1,4.53,0.620961573686626
412979_2015,412979,7166,6660,766.5,378.5,2015,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,100,-3,4.57,0.2096657739537441
412979_2017,412979,7166,6660,766.5,378.5,2017,2.97619047619048,1.3803241941333877,0,0,0,0,0,100,-6,4.55,0.21274458035346291
412979_2018,412979,7166,6660,766.5,378.5,2018,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,0,0,100,-3.8,4.39,0.37127590093724666
414343_2004,414343,7539,2761,768.5,402.5,2004,4.46428571428571,1.6982334112172308,NA,0,0,NA,0,94,-5.5,4.71,0.29657686180755993
414343_2005,414343,7539,2761,768.5,402.5,2005,4.46428571428571,1.6982334112172308,1.6982334112172308,0,0,0,0,94,-4.5,4.49,0.855581284362023
414343_2006,414343,7539,2761,768.5,402.5,2006,3.7202380952381,1.55185924223159,1.6982334112172308,0,0,0,0,94,-8,4.66,0.6160419209139223
414343_2010,414343,7539,2761,768.5,402.5,2010,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,8,86,-7.2,4.78,0.9480301836384367
414343_2011,414343,7539,2761,768.5,402.5,2011,3.7202380952381,1.55185924223159,1.1731453405306773,0,0,0,0,86,-7,4.63,0.7968241066687551
414343_2021,414343,7539,2761,768.5,402.5,2021,3.7202380952381,1.55185924223159,0,0,0,0,0,94,-4.7,4.55,0.35411093558357626
414343_2022,414343,7539,2761,768.5,402.5,2022,2.23214285714286,1.1731453405306773,1.55185924223159,0,0,0,0,94,-3.1,4.72,1.472318589497036
414343_2023,414343,7539,2761,768.5,402.5,2023,2.23214285714286,1.1731453405306773,1.1731453405306773,0,0,0,0,94,NA,NA,0.8030105939612752
414475_2017,414475,5981,5189,768.5,534.5,2017,4.46428571428571,1.6982334112172308,0.9115174531214981,0,0,0,2,97,-5,4.72,0.759966056860483
423349_2012,423349,87,427,781.5,698.5,2012,2.97619047619048,1.3803241941333877,0.9115174531214981,4.80769230769231,1.7591832987934426,1.3570239788197789,41,58,-5.7,4.72,0.822801237941899
423349_2020,423349,87,427,781.5,698.5,2020,2.97619047619048,1.3803241941333877,0.9115174531214981,1.92307692307692,1.072636802264848,1.3570239788197789,29,58,-0.3,4.6,0.8638580852319464
42511_2006,42511,7543,2900,213.5,420.5,2006,2.23214285714286,1.1731453405306773,0,0,0,0,10,0,-4.2,4.91,0.8031663702949999
426632_2012,426632,9512,5857,786.5,631.5,2012,6.69642857142857,2.040756399368598,NA,0,0,NA,5,3,-5.9,4.66,0.3315159898364863
427060_2016,427060,3932,5413,787.5,389.5,2016,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,0,100,-2.5,4.67,0.8773066855879353
427060_2018,427060,3932,5413,787.5,389.5,2018,5.95238095238095,1.9390841839849131,0,NA,NA,NA,0,100,-3.9,4.45,0.7583253239771256
427060_2019,427060,3932,5413,787.5,389.5,2019,2.97619047619048,1.3803241941333877,1.9390841839849131,0,0,NA,0,100,-2.9,4.69,0.7554172007796163
431329_2006,431329,6052,2426,793.5,638.5,2006,3.7202380952381,1.55185924223159,NA,0.961538461538462,0.6737290947028439,NA,4,91,-7.9,4.53,0.8939732998836757
431329_2007,431329,6052,2426,793.5,638.5,2007,2.23214285714286,1.1731453405306773,1.55185924223159,0,0,0.6737290947028439,7,91,-2.6,5,0.20844103444017953
431329_2008,431329,6052,2426,793.5,638.5,2008,2.23214285714286,1.1731453405306773,1.1731453405306773,0.961538461538462,0.6737290947028439,0,7,91,-1.9,4.62,0.36992348345136183
431329_2009,431329,6052,2426,793.5,638.5,2009,3.7202380952381,1.55185924223159,1.1731453405306773,0,0,0.6737290947028439,7,91,-4.3,4.6,0.6080292705013307
431329_2018,431329,6052,2426,793.5,638.5,2018,2.23214285714286,1.1731453405306773,0,0,0,0,6,92,-4.1,4.64,0.20508550302898867
431329_2024,431329,6052,2426,793.5,638.5,2024,2.97619047619048,1.3803241941333877,NA,0.961538461538462,0.6737290947028439,NA,8,91,NA,NA,0.8202001173825904
431343_2021,431343,7365,4609,793.5,652.5,2021,3.7202380952381,1.55185924223159,NA,0,0,NA,0,100,-5.3,4.69,0.21107589125809156
431343_2022,431343,7365,4609,793.5,652.5,2022,2.97619047619048,1.3803241941333877,1.55185924223159,4.80769230769231,1.7591832987934426,0,0,100,-3.1,4.8,1.2171273989010831
431792_2016,431792,767,5770,794.5,431.5,2016,3.7202380952381,1.55185924223159,0,0,0,0,0,100,-2.7,4.74,0.3557058539437224
432605_2017,432605,5916,2928,795.5,574.5,2017,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,15,0,-5,4.7,0.37237987304531506
43273_2022,43273,130,1948,214.5,512.5,2022,2.97619047619048,1.3803241941333877,0,0,0,0,17,72,-0,4.99,0.2098926067966798
43273_2023,43273,130,1948,214.5,512.5,2023,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,0,20,72,NA,NA,0.21265522814047205
433813_2008,433813,6332,5770,797.5,442.5,2008,2.23214285714286,1.1731453405306773,0,0,0,0,4,87,-2.7,4.51,0.21285270508665974
433813_2024,433813,6332,5770,797.5,442.5,2024,3.7202380952381,1.55185924223159,0,0,0,0,3,87,NA,NA,0.21326842958572692
435103_2011,435103,2160,1090,799.5,392.5,2011,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,NA,0,85,-6.9,4.65,0.6622254759593478
435103_2013,435103,2160,1090,799.5,392.5,2013,2.97619047619048,1.3803241941333877,0.5562086296138083,0,0,0,0,90,-5.7,4.76,1.2003055447517796
435802_2013,435802,1896,9228,800.5,421.5,2013,4.46428571428571,1.6982334112172308,0.9115174531214981,0,0,0,0,21,-5.5,4.74,0.29954987365065844
439727_2006,439727,3690,6357,806.5,326.5,2006,2.97619047619048,1.3803241941333877,0,0,0,0,0,100,-8,4.69,0.9564993453567368
439727_2007,439727,3690,6357,806.5,326.5,2007,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,0,0,100,-2,4.77,0.6548490190236632
439727_2008,439727,3690,9816,806.5,326.5,2008,4.46428571428571,1.6982334112172308,1.1731453405306773,0,0,0,0,100,-3.1,4.36,0.9037121613525494
439727_2009,439727,3690,9816,806.5,326.5,2009,5.20833333333333,1.825892475597513,1.6982334112172308,0,0,0,0,100,-4.5,4.58,1.0192979915675537
439727_2012,439727,3690,9816,806.5,326.5,2012,2.23214285714286,1.1731453405306773,0.5562086296138083,0,0,0,0,100,-6.4,4.64,0.36545410895546865
439727_2014,439727,3690,9816,806.5,326.5,2014,2.23214285714286,1.1731453405306773,0,0,0,0,0,100,-3.6,4.39,0.36428506820956125
439727_2020,439727,3690,4589,806.5,326.5,2020,3.7202380952381,1.55185924223159,0,0,0,0,0,100,-1,4.81,0.9468298106605062
439727_2021,439727,3690,4589,806.5,326.5,2021,2.23214285714286,1.1731453405306773,1.55185924223159,0,0,0,0,100,-4.5,4.77,0.8065511758917037
439727_2023,439727,3690,4589,806.5,326.5,2023,7.44047619047619,2.1330387276888136,0,NA,NA,NA,0,100,NA,NA,0.7558344675037045
439727_2024,439727,3690,4589,806.5,326.5,2024,3.7202380952381,1.55185924223159,2.1330387276888136,0,0,NA,0,100,NA,NA,0.807809556563419
443105_2005,443105,8769,9156,811.5,354.5,2005,2.97619047619048,1.3803241941333877,NA,0.961538461538462,0.6737290947028439,NA,0,100,-4.7,4.56,0.7441720443380743
443105_2006,443105,8769,9156,811.5,354.5,2006,6.69642857142857,2.040756399368598,1.3803241941333877,0,0,0.6737290947028439,0,100,-8,4.66,0.4321127432662435
443105_2007,443105,8769,9156,811.5,354.5,2007,5.20833333333333,1.825892475597513,2.040756399368598,0,0,0,0,100,-2.1,4.77,0.5352393662971314
443105_2013,443105,8769,9156,811.5,354.5,2013,4.46428571428571,1.6982334112172308,2.498210615414364,0,0,0.6737290947028439,0,100,-5.8,4.84,0.2992248300314107
443105_2014,443105,8769,9156,811.5,354.5,2014,2.23214285714286,1.1731453405306773,1.6982334112172308,0,0,0,0,100,-3.7,4.36,0.6537916911663594
443105_2017,443105,8769,9156,811.5,354.5,2017,5.20833333333333,1.825892475597513,1.6982334112172308,0,0,0,0,100,-6,4.61,0.20999909195320068
444527_2013,444527,9287,8395,813.5,436.5,2013,3.7202380952381,1.55185924223159,NA,0,0,NA,0,17,-5.9,4.75,0.8002537451682733
444527_2018,444527,9287,8395,813.5,436.5,2018,2.97619047619048,1.3803241941333877,0,0.961538461538462,0.6737290947028439,0,0,8,-4.1,4.43,0.21118735542300962
444527_2021,444527,9287,8395,813.5,436.5,2021,5.20833333333333,1.825892475597513,0.5562086296138083,0.961538461538462,0.6737290947028439,1.91238745701667,0,4,-4.9,4.62,0.9791929009333752
444527_2023,444527,9287,8395,813.5,436.5,2023,2.97619047619048,1.3803241941333877,0,0,0,0,11,29,NA,NA,0.3654719269874799
444527_2024,444527,9287,8395,813.5,436.5,2024,2.23214285714286,1.1731453405306773,1.3803241941333877,3.84615384615385,1.5781853689299967,0,0,11,NA,NA,0.6549925876927571
445762_2005,445762,3188,6357,815.5,331.5,2005,4.46428571428571,1.6982334112172308,NA,0,0,NA,0,86,-4.8,4.62,0.7928535437967275
445762_2006,445762,3188,6357,815.5,331.5,2006,5.20833333333333,1.825892475597513,1.6982334112172308,0,0,0,0,86,-8.2,4.72,0.8416167115026937
445762_2007,445762,3188,6357,815.5,331.5,2007,5.20833333333333,1.825892475597513,1.825892475597513,0,0,0,0,86,-2.2,4.79,0.9694547855734907
445762_2008,445762,3188,9816,815.5,331.5,2008,3.7202380952381,1.55185924223159,1.825892475597513,0,0,0,0,86,-3.3,4.39,0.9583480525066042
445762_2014,445762,3188,9816,815.5,331.5,2014,2.23214285714286,1.1731453405306773,0,0,0,0,0,86,-3.8,4.42,0.35662692371905214
445891_2005,445891,450,2761,815.5,460.5,2005,2.97619047619048,1.3803241941333877,0,5.76923076923077,1.91238745701667,1.3570239788197789,2,94,-4.5,4.52,0.21069409814819287
445891_2006,445891,450,2761,815.5,460.5,2006,2.23214285714286,1.1731453405306773,1.3803241941333877,0,0,1.91238745701667,10,82,-8.1,4.65,0.3777205391705693
445891_2007,445891,450,2761,815.5,460.5,2007,2.97619047619048,1.3803241941333877,1.1731453405306773,0,0,0,7,88,-2.5,4.84,0.211247130266738
445891_2008,445891,450,2761,815.5,460.5,2008,5.20833333333333,1.825892475597513,1.3803241941333877,0,0,0,8,88,-2.6,4.52,0.5344898665242054
445891_2009,445891,450,2761,815.5,460.5,2009,5.20833333333333,1.825892475597513,1.825892475597513,0.961538461538462,0.6737290947028439,0,4,93,-4.5,4.42,0.2864425759813008
445891_2010,445891,450,2761,815.5,460.5,2010,2.97619047619048,1.3803241941333877,1.825892475597513,0.961538461538462,0.6737290947028439,0.6737290947028439,4,93,-7.9,4.84,0.7906992822197594
445891_2011,445891,450,2761,815.5,460.5,2011,14.1369047619048,2.717135786018863,1.3803241941333877,0,0,0.6737290947028439,4,93,-7.5,4.69,0.6626872731533845
445891_2012,445891,450,2761,815.5,460.5,2012,5.95238095238095,1.9390841839849131,2.717135786018863,1.92307692307692,1.072636802264848,0,2,94,-6.2,4.53,0.31631796349330604
445891_2015,445891,450,2761,815.5,460.5,2015,7.44047619047619,2.1330387276888136,1.9390841839849131,1.92307692307692,1.072636802264848,2.0452083700375936,13,84,-2.9,4.62,0.4605254067502069
445891_2016,445891,450,2761,815.5,460.5,2016,4.46428571428571,1.6982334112172308,2.1330387276888136,2.88461538461539,1.3570239788197789,1.072636802264848,8,65,-2.8,4.74,0.7143906424809653
445891_2017,445891,450,2761,815.5,460.5,2017,2.23214285714286,1.1731453405306773,1.6982334112172308,0,0,1.3570239788197789,10,63,-5.4,4.62,0.21565022626851296
445891_2019,445891,450,2761,815.5,460.5,2019,10.4166666666667,2.4350742760401274,0.9115174531214981,0.961538461538462,0.6737290947028439,1.3570239788197789,48,51,-2.8,4.7,0.6471575063512897
445891_2020,445891,450,2761,815.5,460.5,2020,2.97619047619048,1.3803241941333877,2.4350742760401274,1.92307692307692,1.072636802264848,0.6737290947028439,44,51,-0.8,4.56,0.210696438055965
445891_2022,445891,450,2761,815.5,460.5,2022,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0.6737290947028439,50,50,-3.1,4.63,0.20598326572949627
448495_2015,448495,6760,5957,819.5,384.5,2015,2.23214285714286,1.1731453405306773,0,0,0,0,0,87,-2.8,4.58,0.21096428339912646
449150_2010,449150,8230,812,820.5,369.5,2010,3.7202380952381,1.55185924223159,1.6982334112172308,0,0,0.6737290947028439,0,100,-7,4.85,0.9121202498076326
449150_2012,449150,8230,812,820.5,369.5,2012,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,0,100,-6.1,4.61,0.7315777036073948
449150_2013,449150,8230,812,820.5,369.5,2013,2.97619047619048,1.3803241941333877,1.3803241941333877,0,0,0,0,100,-5.5,4.83,0.20547169092035175
449150_2018,449150,8230,812,820.5,369.5,2018,2.23214285714286,1.1731453405306773,0.9115174531214981,0,0,0,0,100,-3.6,4.54,0.7983758915585176
45244_2011,45244,1313,4344,217.5,473.5,2011,2.23214285714286,1.1731453405306773,0,1.92307692307692,1.072636802264848,0.6737290947028439,36,0,-4.4,4.74,0.5719920089782127
453847_2022,453847,4249,7304,827.5,376.5,2022,2.97619047619048,1.3803241941333877,0.5562086296138083,0.961538461538462,0.6737290947028439,0,16,5,-2.8,4.78,0.8195142569884923
453847_2023,453847,4249,7304,827.5,376.5,2023,6.69642857142857,2.040756399368598,1.3803241941333877,0,0,0.6737290947028439,8,5,NA,NA,0.3106676206404758
453847_2024,453847,4249,7304,827.5,376.5,2024,4.46428571428571,1.6982334112172308,2.040756399368598,0,0,0,2,1,NA,NA,0.713716325158682
455853_2002,455853,2910,3237,830.5,372.5,2002,4.46428571428571,1.6982334112172308,0,0,0,0,0,85,-5,4.62,0.5108843527720387
455853_2003,455853,2910,3237,830.5,372.5,2003,3.7202380952381,1.55185924223159,1.6982334112172308,0,0,0,0,91,-9.3,4.19,0.21138243322300274
455853_2016,455853,2910,7304,830.5,372.5,2016,2.23214285714286,1.1731453405306773,1.1731453405306773,0,0,0,0,91,-2.2,4.74,0.6486972083511303
455853_2024,455853,2910,2223,830.5,372.5,2024,2.23214285714286,1.1731453405306773,0,0,0,0,0,88,NA,NA,0.7981860877411505
459160_2022,459160,3026,4038,835.5,329.5,2022,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,100,-3.1,4.89,0.8503844120560461
463178_2009,463178,7595,5049,841.5,327.5,2009,5.95238095238095,1.9390841839849131,1.3803241941333877,NA,NA,NA,0,70,-4.3,4.65,0.7356849419099839
463178_2010,463178,7595,5049,841.5,327.5,2010,4.46428571428571,1.6982334112172308,1.9390841839849131,0,0,NA,0,70,-6.9,4.96,0.8238835137696632
465203_2010,465203,2142,4327,844.5,342.5,2010,2.97619047619048,1.3803241941333877,0,0,0,0,0,100,-7.2,4.96,0.20987799401054663
467887_2013,467887,2362,4327,848.5,346.5,2013,2.23214285714286,1.1731453405306773,0,0,0,0,0,100,-5.8,5.01,0.2116591985758102
467887_2016,467887,2362,4327,848.5,346.5,2016,2.97619047619048,1.3803241941333877,0,0,0,0,0,100,-2.5,4.83,0.8752631102006366
48137_2003,48137,9054,526,221.5,686.5,2003,5.20833333333333,1.825892475597513,0,4.80769230769231,1.7591832987934426,0.6737290947028439,14,33,-4.3,4.17,0.2900245696113675
48137_2012,48137,9054,526,221.5,686.5,2012,4.46428571428571,1.6982334112172308,0,0,0,0,25,24,-1.3,5.2,0.33923454240776557
48730_2012,48730,4322,4050,222.5,609.5,2012,12.6488095238095,2.6136523034546437,NA,0,0,NA,14,58,-1.8,5.11,0.9707998867484261
48730_2013,48730,4322,4050,222.5,609.5,2013,5.95238095238095,1.9390841839849131,2.6136523034546437,0,0,0,32,47,-2.7,4.84,0.34488299062390754
48730_2016,48730,4322,4050,222.5,609.5,2016,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,18,62,0.3,4.67,0.3670087900158767
48730_2017,48730,4322,4050,222.5,609.5,2017,3.7202380952381,1.55185924223159,1.3803241941333877,0,0,0,18,62,-1.8,4.66,0.7606458030543604
63218_2019,63218,6287,6519,244.5,357.5,2019,3.7202380952381,1.55185924223159,0,0,0,0,7,51,-1.3,5.06,0.21075083638414127
68147_2008,68147,7246,9725,251.5,596.5,2008,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,50,0.2,4.87,0.20707544339941122
74667_2001,74667,8485,6877,261.5,416.5,2001,2.97619047619048,1.3803241941333877,NA,0,0,NA,0,18,-1.6,4.41,0.2089784603063355
78232_2010,78232,9441,4050,266.5,631.5,2010,2.23214285714286,1.1731453405306773,0,0,0,0,0,0,-5.2,4.72,0.2154217228278857
80961_2008,80961,5923,9725,270.5,680.5,2008,2.97619047619048,1.3803241941333877,0,0,0,0,11,52,0.6,5,0.21293286503999873
90726_2017,90726,1983,2900,285.5,395.5,2017,2.23214285714286,1.1731453405306773,0,0,0,0,7,8,-3,4.44,0.7939082698150962
91015_2012,91015,5709,7514,285.5,684.5,2012,3.7202380952381,1.55185924223159,0,0,0,0,0,94,-1.8,5.39,0.7481559632272794
91015_2016,91015,5709,7514,285.5,684.5,2016,2.23214285714286,1.1731453405306773,0,0,0,0,0,96,0.3,4.95,0.20866500905333712
91015_2022,91015,5709,7514,285.5,684.5,2022,2.23214285714286,1.1731453405306773,0,0,0,0,2,98,-0.2,5.3,0.2139969973134721
91015_2024,91015,5709,7514,285.5,684.5,2024,2.97619047619048,1.3803241941333877,0.9115174531214981,0,0,0,3,97,NA,NA,0.7455173912424863
95435_2003,95435,5006,9831,292.5,414.5,2003,2.23214285714286,1.1731453405306773,NA,0,0,NA,20,64,-5.9,4.29,0.2115777117732347
95435_2019,95435,5006,5051,292.5,414.5,2019,2.97619047619048,1.3803241941333877,NA,0,0,NA,21,58,-0.4,4.76,0.21045452212307691
